trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.4143999999999862}",20,11,13.377001386063986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.41279999999998623}",25,14,7.65084318636079,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.41119999999998624}",25,17,-52.309253952839654,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
369,False,"{'a': 0.5, 'e': 0.40959999999998625}",30,0,-7.998811124536411,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.40799999999998626}",35,11,-120.55327575150652,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 2}",1
371,False,"{'a': 0.5, 'e': 0.40639999999998627}",30,19,-63.50326281423841,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
372,False,"{'a': 0.5, 'e': 0.4047999999999863}",30,11,-17.57596748458952,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.4031999999999863}",30,19,7.075415595785397,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.4015999999999863}",45,0,1.2453179161436707,"{0: 39, 1: 4, 2: 1, 3: 1, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.3999999999999863}",35,25,5.138534951130917,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.3983999999999863}",50,2,-4.817130475692267,"{0: 43, 1: 1, 2: 3, 3: 1, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.39679999999998633}",40,27,11.641771060492612,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.39519999999998634}",25,5,11.65160579737958,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.39359999999998635}",25,9,-13.254361456929445,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.39199999999998636}",25,12,17.742139144445183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.39039999999998637}",25,7,-34.1399605847457,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.3887999999999864}",35,23,-1.714296301262899,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.3871999999999864}",25,14,-5.446134821111066,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.3855999999999864}",45,33,23.941079460959806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.3839999999999864}",20,13,10.536452494185372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.3823999999999864}",25,20,10.660332670853176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.3807999999999864}",30,0,-33.82670152892171,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.37919999999998644}",20,9,-31.996823194964342,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.37759999999998645}",30,20,-69.08794435974981,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
390,False,"{'a': 0.5, 'e': 0.37599999999998646}",30,20,20.166221364346004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.37439999999998647}",40,22,-33.204153250685515,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.3727999999999865}",30,0,-59.708737339254874,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.3711999999999865}",25,11,-30.647499143294258,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
394,False,"{'a': 0.5, 'e': 0.3695999999999865}",35,18,6.662552633529802,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.3679999999999865}",25,14,-32.47141652687533,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.3663999999999865}",20,11,16.176044576377937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.3647999999999865}",40,26,24.70034311646415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.36319999999998653}",25,0,-27.004513683200873,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.36159999999998654}",20,12,-9.881452449903579,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.35999999999998655}",25,17,12.34515830242713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.35839999999998656}",20,13,13.028708537898972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.3567999999999866}",45,16,-5.832068415900238,"{0: 26, 1: 1, 2: 0, 3: 2, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.3551999999999866}",20,5,0.399355888492263,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.3535999999999866}",25,12,-24.754002761073355,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.3519999999999866}",20,10,16.921282361819255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.3503999999999866}",30,17,6.257701782748677,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.3487999999999866}",30,12,19.983564218234584,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.34719999999998663}",30,7,11.278913028491385,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.34559999999998664}",35,17,-27.51562806665329,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.34399999999998665}",20,11,-22.132170284249792,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.34239999999998666}",30,8,-34.234685465174216,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
412,False,"{'a': 0.5, 'e': 0.34079999999998667}",25,0,-44.04100770865191,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.3391999999999867}",40,12,1.647462897892473,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.3375999999999867}",25,6,-49.31433187512459,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.3359999999999867}",20,14,-29.473906702665985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.3343999999999867}",25,9,1.3451149184323918,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.3327999999999867}",30,17,-41.741619763090775,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.3311999999999867}",30,23,12.165421786940282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.32959999999998674}",20,1,-12.591727277549456,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.32799999999998675}",25,4,-88.91056473762208,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 2}",1
421,False,"{'a': 0.5, 'e': 0.32639999999998676}",25,14,8.701479980056789,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.32479999999998677}",30,6,13.28946273128148,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.3231999999999868}",20,7,11.240774430097275,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.3215999999999868}",25,8,5.203419075389595,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.3199999999999868}",25,4,-13.888659794351618,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.3183999999999868}",30,9,21.10062111648526,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.3167999999999868}",45,31,-37.16120318000321,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
428,False,"{'a': 0.5, 'e': 0.3151999999999868}",25,9,-14.61044683684625,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.31359999999998683}",35,23,-20.621377885855424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.31199999999998684}",30,22,17.77292652153046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.31039999999998685}",45,23,-29.541612605488115,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.30879999999998686}",30,4,25.740277382190204,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.3071999999999869}",30,17,-58.83908061752629,"{0: 8, 1: 1, 2: 1, 3: 3, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.3055999999999869}",20,6,10.785362693381108,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.3039999999999869}",25,10,17.3236051250545,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.3023999999999869}",25,18,11.64898541742136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.3007999999999869}",40,26,25.127388228376788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.2991999999999869}",20,5,-13.08505265615167,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.29759999999998693}",20,8,7.015627744375965,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.29599999999998694}",30,3,4.930074185062368,"{0: 24, 1: 2, 2: 0, 3: 1, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.29439999999998695}",20,8,-31.600853770625406,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.29279999999998696}",40,27,10.217799646209649,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.29119999999998697}",20,10,-26.884672374328723,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.289599999999987}",30,2,17.407980725814763,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.287999999999987}",30,8,33.51770571232162,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.286399999999987}",20,11,4.261905475179649,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.284799999999987}",30,0,-10.397340685895081,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.283199999999987}",25,0,-39.37418915199774,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.281599999999987}",20,7,-18.49923423065156,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.27999999999998704}",20,15,7.311646680978707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.27839999999998705}",25,16,16.012529714017116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.27679999999998706}",30,12,-10.205326811303411,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.27519999999998707}",35,20,26.39064561097244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.2735999999999871}",25,18,-20.373749538320514,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.2719999999999871}",45,7,-26.257396086600714,"{0: 33, 1: 2, 2: 1, 3: 1, 4: 1}",1
456,False,"{'a': 0.5, 'e': 0.2703999999999871}",20,0,24.663837599431158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.2687999999999871}",20,11,10.142919216377113,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.2671999999999871}",45,22,13.901082337344542,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.2655999999999871}",40,28,18.207467467450893,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.26399999999998713}",25,16,-0.41938258452402266,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.26239999999998714}",35,22,3.7382850061559116,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.26079999999998715}",25,17,5.817034525321649,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.25919999999998716}",40,22,-1.4732456181876081,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.2575999999999872}",35,16,7.159832243350721,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.2559999999999872}",45,27,10.985006369111186,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.2543999999999872}",20,15,-0.7596388698538985,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.2527999999999872}",25,18,5.120569659554329,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.2511999999999872}",25,12,16.809726379303445,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.24959999999998722}",20,0,-12.882805380921765,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.24799999999998723}",25,17,-35.13686696213914,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
471,False,"{'a': 0.5, 'e': 0.24639999999998724}",40,18,-17.95915683605279,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.24479999999998725}",30,19,16.994533911191255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.24319999999998726}",20,0,-9.052682320253359,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.24159999999998727}",30,8,17.23688600293669,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.23999999999998728}",40,16,-90.40198033989675,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 2}",1
476,False,"{'a': 0.5, 'e': 0.2383999999999873}",30,5,12.26510600560049,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.2367999999999873}",20,14,9.108806566909626,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.2351999999999873}",30,22,15.319875271556302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.23359999999998732}",25,15,10.279280184408044,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.23199999999998733}",25,13,-4.74323431618909,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.23039999999998734}",25,18,16.07553744313972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.22879999999998735}",45,21,20.02766647174014,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.22719999999998736}",50,27,29.964107960005887,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.22559999999998737}",25,11,23.307508850617577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.22399999999998738}",40,0,-16.937923837709057,"{0: 34, 1: 3, 2: 1, 3: 2, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.22239999999998739}",40,24,-7.368962538488789,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.2207999999999874}",30,20,11.309882865914732,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.2191999999999874}",25,17,-18.279397818358298,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.21759999999998741}",25,13,-2.9190519422225982,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.21599999999998742}",20,9,24.81565532836892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.21439999999998743}",30,15,26.18106448564379,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.21279999999998744}",30,13,-76.07439135079782,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
493,False,"{'a': 0.5, 'e': 0.21119999999998745}",20,0,21.929561823855213,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.20959999999998746}",25,15,9.197231539779981,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.20799999999998747}",35,24,14.125175227114143,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.20639999999998748}",25,17,15.269812781837416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.2047999999999875}",30,2,-27.843693733273266,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.2031999999999875}",20,8,10.754596859742197,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.2015999999999875}",20,15,8.818548445247975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.19999999999998752}",20,6,1.8159215014637744,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.19839999999998753}",25,13,9.313591125740423,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.19679999999998754}",45,20,23.855310084034645,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.19519999999998755}",45,25,-10.215704154301891,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
504,False,"{'a': 0.5, 'e': 0.19359999999998756}",20,14,10.346515084284208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.19199999999998757}",25,8,8.196463765105724,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.19039999999998758}",40,9,17.892902011540006,"{0: 26, 1: 4, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.1887999999999876}",25,19,11.40892303349282,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.1871999999999876}",40,18,42.13676092429768,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.1855999999999876}",25,7,28.319434683016738,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.18399999999998762}",25,13,13.697059535391382,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.18239999999998763}",35,24,25.31980549727175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.18079999999998764}",30,16,-17.17245078596332,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
513,False,"{'a': 0.5, 'e': 0.17919999999998765}",35,26,17.54975889185311,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.17759999999998766}",35,22,18.882465208528792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.17599999999998767}",20,15,-31.899742797352932,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.17439999999998768}",35,25,-22.721323452153815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.5, 'e': 0.17279999999998769}",20,12,-35.254205972280374,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.5, 'e': 0.1711999999999877}",40,26,24.880769457063455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.1695999999999877}",25,9,30.912552462444598,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.16799999999998771}",35,21,-13.583393866830441,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.5, 'e': 0.16639999999998772}",35,21,23.890334994915083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.16479999999998773}",35,23,14.900736369218087,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.16319999999998774}",30,6,27.659460299219354,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.16159999999998775}",35,26,7.3242562167975755,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.15999999999998776}",25,18,10.827390806113405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.15839999999998777}",25,18,10.589364084669937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.15679999999998778}",30,23,11.6923619607004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.1551999999999878}",20,9,18.17370107653349,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.1535999999999878}",30,21,17.189744815290805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.1519999999999878}",25,11,-21.594814103013626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.15039999999998782}",50,37,27.05616565888799,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.14879999999998783}",35,21,28.017838159093916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.14719999999998784}",40,21,19.902248739051014,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.14559999999998785}",20,14,10.931204004291217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.14399999999998786}",40,16,-26.33862298786536,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.14239999999998787}",20,12,7.018037300842561,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.14079999999998788}",25,11,13.484797619543201,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.1391999999999879}",30,18,5.284705739645019,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.1375999999999879}",35,23,18.799378296546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.1359999999999879}",30,21,20.010038413147043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.13439999999998792}",35,22,27.45274083997101,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.13279999999998793}",25,19,0.4917826726313912,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.13119999999998794}",30,19,16.064258361239983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.12959999999998795}",45,35,-26.65142412468114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.5, 'e': 0.12799999999998796}",30,20,17.876796769150598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.12639999999998797}",35,25,14.983808486669396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.12479999999998796}",25,19,12.823388864657206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.12319999999998796}",25,18,13.337070336841794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.12159999999998795}",25,18,13.083171360622629,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.11999999999998795}",40,24,8.60407765324095,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
